EmployeeNumber,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,SalarySlab,AgeBand,TenureBand,Attrition
155,22,Male,Married,4,Human Resources,Human Resources Representative,1,Travel_Rarely,No,10000,14.8,0,1,1,1,1,0,3,3,1,2,2,5,<=35K,18-25,0-3 yrs,Yes
156,29,Male,Single,3,Sales,Sales Representative,2,Travel_Rarely,No,33296,18.2,2,8,8,0,5,0,4,3,3,3,3,2,<=35K,26-35,8+ yrs,No
157,35,Male,Divorced,3,Research & Development,Manager,2,Non-Travel,No,21095,21.4,1,14,1,0,0,1,3,1,2,4,3,2,<=35K,26-35,0-3 yrs,No
158,21,Male,Divorced,2,Research & Development,Manager,3,Travel_Rarely,Yes,48464,16.1,1,1,1,1,1,1,3,2,1,3,3,2,35K-60K,18-25,0-3 yrs,Yes
159,35,Male,Divorced,3,Sales,Sales Executive,1,Travel_Rarely,Yes,13508,17.6,1,16,3,0,3,3,3,1,4,2,2,4,<=35K,26-35,0-3 yrs,No
160,52,Male,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,26165,16.4,0,30,9,3,0,0,4,4,3,1,2,4,<=35K,46+,8+ yrs,No
161,37,Male,Married,3,Research & Development,Laboratory Technician,2,Travel_Rarely,No,33109,19.0,1,16,7,0,4,7,3,1,3,4,3,6,<=35K,36-45,4-7 yrs,Yes
162,38,Female,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,27851,13.5,3,16,1,0,1,1,3,2,4,3,3,3,<=35K,36-45,0-3 yrs,Yes
163,25,Male,Single,3,Research & Development,Manager,3,Travel_Rarely,Yes,36290,19.2,0,7,1,1,1,1,3,1,4,3,3,4,35K-60K,18-25,0-3 yrs,Yes
164,31,Female,Married,5,Research & Development,Laboratory Technician,4,Travel_Rarely,No,82410,19.3,1,13,5,1,0,0,4,4,2,2,3,4,>60K,26-35,4-7 yrs,No
165,33,Female,Married,3,Sales,Manager,2,Non-Travel,No,26102,19.2,3,15,2,0,2,1,3,4,4,3,4,2,<=35K,26-35,0-3 yrs,Yes
166,34,Female,Single,4,Research & Development,Laboratory Technician,4,Travel_Rarely,Yes,42259,12.8,0,13,3,0,3,3,3,3,4,3,4,3,35K-60K,26-35,0-3 yrs,No
167,48,Female,Married,1,Research & Development,Manager,2,Non-Travel,Yes,23263,14.6,2,28,4,1,1,1,3,1,1,4,2,3,<=35K,46+,4-7 yrs,Yes
168,41,Male,Divorced,3,Sales,Manager,2,Non-Travel,No,19861,16.1,2,20,5,4,3,5,3,3,4,1,3,4,<=35K,36-45,4-7 yrs,No
169,26,Male,Divorced,3,Sales,Sales Executive,2,Travel_Rarely,No,36609,11.0,1,8,1,1,1,1,3,4,1,2,3,3,35K-60K,26-35,0-3 yrs,Yes
170,39,Female,Single,3,Research & Development,Research Scientist,1,Travel_Rarely,No,17573,21.1,0,21,1,0,1,1,3,4,3,3,3,4,<=35K,36-45,0-3 yrs,No
171,41,Male,Single,4,Research & Development,Healthcare Representative,2,Travel_Frequently,No,33189,15.2,0,20,3,2,1,3,3,4,4,2,4,2,<=35K,36-45,0-3 yrs,No
172,47,Male,Single,1,Sales,Manager,3,Travel_Rarely,No,42039,16.3,0,27,0,0,0,0,3,2,2,3,3,2,35K-60K,46+,0-3 yrs,No
173,51,Female,Divorced,1,Research & Development,Research Director,2,Travel_Rarely,No,27765,13.1,2,31,4,1,4,3,3,1,4,1,3,4,<=35K,46+,4-7 yrs,Yes
174,27,Female,Single,4,Sales,Sales Representative,3,Travel_Rarely,No,42032,11.0,2,5,5,5,4,0,3,1,4,1,3,2,35K-60K,26-35,4-7 yrs,No
175,29,Female,Married,2,Research & Development,Healthcare Representative,2,Travel_Rarely,No,29350,13.0,1,10,0,0,0,0,3,4,4,4,3,2,<=35K,26-35,0-3 yrs,Yes
176,25,Female,Single,3,Sales,Sales Representative,1,Travel_Rarely,Yes,21682,16.0,0,7,0,0,0,0,3,3,2,2,3,2,<=35K,18-25,0-3 yrs,No
177,34,Female,Married,3,Research & Development,Laboratory Technician,1,Travel_Rarely,No,17688,17.7,0,14,0,0,0,0,3,4,1,1,4,1,<=35K,26-35,0-3 yrs,No
178,41,Male,Married,4,Research & Development,Manager,2,Travel_Rarely,No,34000,15.8,1,23,11,9,5,4,3,4,4,1,2,4,<=35K,36-45,8+ yrs,No
179,45,Female,Divorced,2,Human Resources,Manager,2,Travel_Rarely,Yes,33996,16.5,1,26,0,0,0,0,3,4,2,4,3,3,<=35K,36-45,0-3 yrs,Yes
180,36,Male,Single,2,Sales,Sales Executive,1,Travel_Frequently,No,22075,14.0,2,18,18,2,2,2,3,2,3,3,3,3,<=35K,36-45,8+ yrs,No
181,33,Male,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,32305,17.0,1,13,2,1,2,2,3,1,4,4,3,3,<=35K,26-35,0-3 yrs,Yes
182,38,Female,Single,4,Sales,Manager,2,Travel_Rarely,No,32870,20.7,1,16,2,0,2,0,3,4,2,4,3,2,<=35K,36-45,0-3 yrs,No
183,29,Male,Married,3,Human Resources,Human Resources Representative,2,Travel_Rarely,No,39510,17.8,1,8,0,0,0,0,3,4,2,4,3,2,35K-60K,26-35,0-3 yrs,Yes
184,55,Male,Divorced,3,Research & Development,Research Scientist,3,Travel_Rarely,No,39679,18.2,1,34,5,0,2,5,4,3,3,3,3,4,35K-60K,46+,4-7 yrs,No
185,22,Male,Single,3,Sales,Manager,3,Travel_Rarely,Yes,38154,16.3,0,2,2,2,1,0,3,4,2,4,3,2,35K-60K,18-25,0-3 yrs,No
186,38,Female,Divorced,4,Research & Development,Research Scientist,2,Travel_Frequently,No,20512,11.0,2,18,4,2,4,0,3,2,3,3,3,2,<=35K,36-45,4-7 yrs,Yes
187,55,Male,Married,4,Research & Development,Research Director,3,Travel_Rarely,No,46463,11.3,1,36,2,0,0,0,3,1,1,4,3,4,35K-60K,46+,0-3 yrs,No
188,36,Female,Single,5,Research & Development,Manager,3,Travel_Frequently,Yes,30170,16.9,0,18,2,0,1,2,3,3,2,4,2,2,<=35K,36-45,0-3 yrs,Yes
189,35,Male,Married,1,Research & Development,Research Scientist,3,Travel_Rarely,Yes,48697,15.2,0,16,2,2,1,0,3,4,4,3,2,2,35K-60K,26-35,0-3 yrs,No
190,33,Female,Single,2,Sales,Sales Representative,2,Travel_Frequently,No,29126,16.8,0,12,3,1,0,3,3,3,3,2,3,0,<=35K,26-35,0-3 yrs,No
191,35,Female,Married,3,Sales,Sales Executive,1,Travel_Rarely,No,24077,21.4,1,17,2,0,1,1,4,3,3,3,3,6,<=35K,26-35,0-3 yrs,Yes
192,49,Male,Married,4,Research & Development,Research Director,3,Travel_Rarely,No,39624,17.9,0,30,6,0,3,5,3,1,2,3,3,3,35K-60K,46+,4-7 yrs,No
193,18,Male,Single,2,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,28373,19.9,0,0,0,0,0,0,3,2,3,3,3,2,<=35K,18-25,0-3 yrs,No
194,50,Male,Married,2,Research & Development,Manager,4,Travel_Rarely,Yes,68977,15.6,1,32,2,2,2,2,3,4,4,4,4,4,>60K,46+,0-3 yrs,No
195,23,Female,Divorced,4,Research & Development,Laboratory Technician,3,Non-Travel,No,56065,12.2,0,1,1,1,1,0,3,1,3,3,3,4,35K-60K,18-25,0-3 yrs,No
196,34,Female,Divorced,1,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,24558,15.0,1,12,0,0,0,0,3,4,3,1,3,3,<=35K,26-35,0-3 yrs,No
197,32,Female,Married,3,Research & Development,Research Director,1,Travel_Rarely,No,16454,12.2,1,13,4,2,2,0,3,4,1,3,2,0,<=35K,26-35,4-7 yrs,No
198,42,Male,Divorced,3,Research & Development,Manager,1,Travel_Rarely,No,17355,21.0,1,22,1,0,0,1,3,4,3,4,3,2,<=35K,36-45,0-3 yrs,No
199,22,Female,Married,3,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,32989,18.1,0,4,0,0,0,0,3,4,4,4,3,2,<=35K,18-25,0-3 yrs,No
200,41,Female,Married,4,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,27899,17.1,0,22,14,5,5,10,3,3,4,3,3,3,<=35K,36-45,8+ yrs,No
201,55,Female,Divorced,3,Research & Development,Laboratory Technician,2,Non-Travel,No,40251,19.8,0,35,2,2,2,2,3,4,3,1,3,3,35K-60K,46+,0-3 yrs,No
202,24,Female,Married,3,Sales,Manager,2,Travel_Rarely,Yes,14882,11.0,1,4,3,3,3,0,4,2,4,1,3,2,<=35K,18-25,0-3 yrs,No
203,38,Male,Married,3,Sales,Sales Representative,1,Travel_Rarely,No,11630,17.4,1,20,10,1,2,4,3,3,1,1,3,3,<=35K,36-45,8+ yrs,No
204,30,Male,Married,3,Research & Development,Research Scientist,5,Travel_Rarely,No,78583,11.0,0,12,1,1,0,0,3,3,3,2,3,3,>60K,26-35,0-3 yrs,No
205,40,Female,Divorced,3,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,18657,15.2,1,20,11,7,5,0,3,2,2,4,4,5,<=35K,36-45,8+ yrs,Yes
206,37,Female,Divorced,2,Sales,Sales Representative,4,Travel_Rarely,No,70822,14.0,0,16,1,1,0,1,3,4,3,2,3,3,>60K,36-45,0-3 yrs,Yes
207,31,Male,Married,1,Sales,Manager,4,Travel_Rarely,Yes,69585,17.6,3,12,5,0,5,5,3,4,1,2,3,3,>60K,26-35,4-7 yrs,Yes
208,41,Male,Married,2,Research & Development,Research Director,2,Travel_Rarely,Yes,27715,16.0,3,23,6,1,0,0,3,2,4,4,3,4,<=35K,36-45,4-7 yrs,No
209,53,Male,Married,2,Sales,Sales Representative,3,Travel_Rarely,Yes,55398,20.2,1,33,14,0,2,5,3,1,4,3,3,2,35K-60K,46+,8+ yrs,No
210,35,Male,Married,3,Sales,Sales Representative,2,Non-Travel,No,24287,13.0,1,14,5,5,0,5,3,2,2,1,1,2,<=35K,26-35,4-7 yrs,Yes
211,43,Male,Single,4,Research & Development,Research Director,3,Travel_Rarely,No,52447,17.8,1,21,3,1,3,0,3,3,3,3,1,4,35K-60K,36-45,0-3 yrs,No
212,25,Female,Divorced,4,Research & Development,Manager,2,Travel_Rarely,No,44484,15.8,1,5,5,2,5,0,3,4,4,1,1,2,35K-60K,18-25,4-7 yrs,Yes
213,28,Female,Married,4,Research & Development,Manager,2,Travel_Rarely,No,39719,11.0,1,7,1,1,0,1,3,3,2,3,4,2,35K-60K,26-35,0-3 yrs,No
214,41,Male,Married,3,Sales,Sales Executive,2,Non-Travel,Yes,30846,11.8,3,19,7,2,1,4,3,1,1,4,2,4,<=35K,36-45,4-7 yrs,No
215,50,Male,Single,3,Research & Development,Research Scientist,2,Travel_Rarely,No,27345,14.6,1,29,1,0,0,1,4,2,2,4,2,3,<=35K,46+,0-3 yrs,No
216,40,Male,Single,3,Sales,Manager,2,Travel_Rarely,No,17771,19.3,1,22,4,4,4,0,3,2,1,1,3,4,<=35K,36-45,4-7 yrs,No
217,34,Male,Divorced,2,Research & Development,Laboratory Technician,2,Travel_Rarely,No,32484,16.9,2,14,6,0,1,3,3,3,3,2,3,4,<=35K,26-35,4-7 yrs,No
218,36,Female,Single,1,Research & Development,Research Scientist,2,Travel_Rarely,Yes,21078,11.0,1,14,13,4,3,3,3,2,3,3,4,1,<=35K,36-45,8+ yrs,No
219,25,Female,Single,3,Research & Development,Research Director,1,Travel_Rarely,Yes,10000,14.7,1,4,3,3,0,2,3,2,3,2,2,3,<=35K,18-25,0-3 yrs,No
220,42,Male,Married,5,Research & Development,Research Scientist,1,Travel_Rarely,No,10000,22.7,0,20,8,0,4,0,3,2,3,3,4,5,<=35K,36-45,8+ yrs,No
221,44,Female,Single,2,Research & Development,Research Director,1,Non-Travel,No,11316,15.6,0,25,1,1,1,1,3,3,4,1,2,3,<=35K,36-45,0-3 yrs,No
222,32,Female,Single,1,Research & Development,Research Director,1,Travel_Rarely,No,14776,14.0,0,12,1,1,1,1,3,3,4,4,4,4,<=35K,26-35,0-3 yrs,No
223,32,Female,Married,4,Sales,Manager,1,Non-Travel,No,17188,17.0,1,14,4,2,4,4,3,4,3,4,3,3,<=35K,26-35,4-7 yrs,No
224,39,Male,Married,2,Research & Development,Manager,3,Travel_Frequently,No,40195,18.0,0,17,5,3,0,5,3,4,2,4,3,2,35K-60K,36-45,4-7 yrs,Yes
225,32,Female,Married,4,Sales,Manager,1,Travel_Rarely,No,23554,13.5,3,11,6,2,3,4,3,3,1,4,3,2,<=35K,26-35,4-7 yrs,No
226,36,Male,Married,4,Sales,Manager,3,Travel_Rarely,No,43334,17.1,1,14,8,0,3,8,3,1,1,1,3,2,35K-60K,36-45,8+ yrs,Yes
227,56,Male,Married,4,Human Resources,Manager,2,Travel_Rarely,No,23698,14.0,1,35,2,2,2,2,3,1,4,3,3,3,<=35K,46+,0-3 yrs,Yes
228,34,Male,Divorced,3,Research & Development,Manager,4,Non-Travel,No,61810,17.9,0,12,5,2,0,2,4,3,2,3,1,3,>60K,26-35,4-7 yrs,No
229,33,Male,Married,3,Research & Development,Research Director,2,Travel_Rarely,No,45708,15.8,2,15,1,0,1,1,3,1,2,4,1,5,35K-60K,26-35,0-3 yrs,No
230,31,Male,Single,3,Research & Development,Research Director,2,Non-Travel,Yes,32681,17.0,1,13,1,1,1,1,4,2,4,4,4,1,<=35K,26-35,0-3 yrs,No
231,43,Male,Single,3,Research & Development,Research Scientist,2,Travel_Rarely,No,27097,12.4,1,23,0,0,0,0,3,1,3,4,3,2,<=35K,36-45,0-3 yrs,No
232,35,Male,Married,3,Research & Development,Research Scientist,2,Non-Travel,No,17780,12.2,0,17,8,2,5,0,3,1,4,4,4,3,<=35K,26-35,8+ yrs,No
233,30,Female,Married,2,Research & Development,Manager,2,Travel_Rarely,No,28244,18.7,1,8,4,0,1,1,3,1,4,3,3,5,<=35K,26-35,4-7 yrs,Yes
234,48,Female,Single,3,Research & Development,Research Director,1,Travel_Rarely,Yes,16879,14.9,1,26,1,1,1,0,3,4,1,4,3,3,<=35K,46+,0-3 yrs,No
235,49,Male,Married,3,Sales,Sales Representative,5,Travel_Rarely,Yes,71899,16.3,1,31,4,0,0,1,3,2,4,4,2,4,>60K,46+,4-7 yrs,No
236,31,Female,Single,4,Research & Development,Laboratory Technician,2,Non-Travel,No,16676,14.1,2,12,2,1,1,0,3,1,1,3,4,4,<=35K,26-35,0-3 yrs,Yes
237,19,Female,Married,4,Sales,Manager,2,Non-Travel,Yes,23195,18.5,2,0,0,0,0,0,4,2,4,4,3,3,<=35K,18-25,0-3 yrs,No
238,46,Female,Married,3,Sales,Sales Executive,3,Non-Travel,No,56636,13.0,3,26,4,0,1,1,3,4,3,4,2,1,35K-60K,46+,4-7 yrs,No
239,30,Male,Married,2,Research & Development,Manager,2,Travel_Rarely,No,41472,14.7,1,11,0,0,0,0,3,4,4,3,3,2,35K-60K,26-35,0-3 yrs,No
240,44,Female,Married,4,Sales,Sales Representative,3,Travel_Rarely,No,37906,18.1,3,26,25,4,12,2,3,1,4,1,2,2,35K-60K,36-45,8+ yrs,No
241,18,Female,Single,3,Human Resources,Manager,2,Travel_Rarely,Yes,35382,19.5,2,0,0,0,0,0,3,4,3,1,3,0,35K-60K,18-25,0-3 yrs,No
242,45,Female,Married,4,Human Resources,Manager,3,Travel_Rarely,No,35571,13.3,0,23,7,0,0,4,3,2,3,1,2,2,35K-60K,36-45,4-7 yrs,Yes
243,25,Male,Single,4,Human Resources,Human Resources Representative,1,Travel_Rarely,No,26234,22.5,0,4,3,2,3,1,4,3,4,3,2,3,<=35K,18-25,0-3 yrs,No
244,43,Male,Divorced,1,Research & Development,Research Director,4,Travel_Rarely,No,61961,16.4,0,23,1,1,0,1,3,3,4,3,2,1,>60K,36-45,0-3 yrs,No
245,37,Female,Single,4,Sales,Sales Executive,3,Travel_Rarely,No,52597,11.3,0,18,6,4,2,6,3,4,3,3,2,2,35K-60K,36-45,4-7 yrs,No
246,28,Male,Divorced,1,Human Resources,Human Resources Representative,1,Travel_Rarely,Yes,10000,16.6,0,7,0,0,0,0,3,4,3,3,3,3,<=35K,26-35,0-3 yrs,No
247,33,Male,Married,3,Research & Development,Laboratory Technician,1,Non-Travel,Yes,20421,13.8,0,13,11,1,2,6,4,1,2,4,3,2,<=35K,26-35,8+ yrs,No
248,43,Male,Married,3,Human Resources,Human Resources Representative,2,Travel_Rarely,Yes,29938,16.8,1,22,1,1,1,1,3,3,4,2,3,1,<=35K,36-45,0-3 yrs,Yes
249,37,Female,Single,2,Human Resources,Manager,5,Travel_Rarely,No,81815,15.0,0,16,2,0,1,1,4,1,3,4,3,6,>60K,36-45,0-3 yrs,No
250,42,Female,Divorced,4,Research & Development,Research Scientist,1,Travel_Rarely,Yes,22318,15.5,0,22,6,1,2,2,3,4,4,1,3,0,<=35K,36-45,4-7 yrs,No
251,54,Male,Single,1,Sales,Sales Executive,2,Travel_Rarely,No,30526,11.8,1,32,0,0,0,0,3,2,3,3,3,2,<=35K,46+,0-3 yrs,Yes
252,22,Female,Single,2,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10193,18.9,2,1,1,0,1,0,3,3,2,3,4,0,<=35K,18-25,0-3 yrs,No
253,51,Male,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,36237,11.0,3,31,13,1,1,0,3,2,1,4,3,4,35K-60K,46+,8+ yrs,No
254,37,Female,Single,4,Research & Development,Research Scientist,2,Travel_Rarely,Yes,29518,11.1,1,16,6,2,4,5,3,1,1,3,2,3,<=35K,36-45,4-7 yrs,Yes
255,28,Female,Single,4,Sales,Sales Executive,5,Travel_Rarely,No,68017,16.6,0,6,2,2,2,2,3,3,3,2,3,0,>60K,26-35,0-3 yrs,No
256,24,Female,Divorced,4,Research & Development,Research Scientist,2,Travel_Rarely,No,22638,21.1,0,4,4,1,3,0,3,3,2,3,3,3,<=35K,18-25,4-7 yrs,No
257,35,Female,Divorced,3,Human Resources,Human Resources Representative,3,Travel_Rarely,Yes,33182,13.9,0,14,14,4,2,0,4,2,3,2,2,1,<=35K,26-35,8+ yrs,No
258,45,Male,Married,3,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,25917,17.8,0,27,1,1,1,1,3,1,1,3,3,3,<=35K,36-45,0-3 yrs,No
259,35,Female,Divorced,1,Research & Development,Research Director,1,Travel_Rarely,No,23821,19.2,0,13,4,0,3,0,4,4,2,3,4,3,<=35K,26-35,4-7 yrs,No
260,50,Male,Married,2,Sales,Sales Representative,2,Travel_Rarely,Yes,31422,18.2,3,29,1,1,1,1,3,1,2,3,3,1,<=35K,46+,0-3 yrs,No
261,23,Female,Single,3,Research & Development,Laboratory Technician,2,Travel_Rarely,No,25761,14.0,0,4,4,1,4,2,3,3,2,4,3,3,<=35K,18-25,4-7 yrs,No
262,36,Female,Married,3,Human Resources,Manager,5,Travel_Rarely,Yes,81438,11.2,0,16,7,0,0,3,4,3,1,4,2,3,>60K,36-45,4-7 yrs,No
263,25,Female,Married,3,Sales,Sales Representative,4,Travel_Rarely,No,53340,11.0,0,4,4,4,0,0,3,3,4,3,3,5,35K-60K,18-25,4-7 yrs,No
264,40,Male,Divorced,4,Research & Development,Healthcare Representative,1,Non-Travel,No,15762,14.2,1,18,17,0,2,8,3,1,1,1,3,6,<=35K,36-45,8+ yrs,Yes
265,44,Female,Single,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,13562,19.6,0,22,1,0,1,1,3,4,1,4,3,3,<=35K,36-45,0-3 yrs,No
266,33,Male,Married,1,Research & Development,Research Director,1,Non-Travel,No,21233,11.0,0,14,0,0,0,0,4,2,4,3,2,4,<=35K,26-35,0-3 yrs,No
267,18,Male,Single,2,Research & Development,Manager,4,Travel_Rarely,No,47382,17.8,0,0,0,0,0,0,3,1,2,3,3,3,35K-60K,18-25,0-3 yrs,No
268,38,Female,Single,4,Research & Development,Research Director,4,Travel_Rarely,Yes,53198,11.7,0,17,3,0,3,1,3,3,4,3,3,4,35K-60K,36-45,0-3 yrs,No
269,40,Male,Single,4,Research & Development,Laboratory Technician,3,Travel_Frequently,Yes,31894,15.6,0,22,5,3,2,0,3,1,4,3,3,2,<=35K,36-45,4-7 yrs,No
270,40,Female,Divorced,4,Sales,Manager,2,Non-Travel,No,27923,17.8,1,18,9,0,0,7,3,2,3,4,2,3,<=35K,36-45,8+ yrs,No
271,48,Male,Divorced,2,Research & Development,Research Scientist,2,Travel_Rarely,No,39691,12.8,0,30,2,2,2,0,4,4,3,4,2,4,35K-60K,46+,0-3 yrs,No
272,27,Male,Divorced,5,Research & Development,Laboratory Technician,2,Travel_Rarely,No,25956,15.8,1,9,3,3,2,3,3,4,2,4,3,5,<=35K,26-35,0-3 yrs,Yes
273,43,Female,Married,2,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10914,13.7,1,22,9,2,1,1,3,3,3,4,1,0,<=35K,36-45,8+ yrs,No
274,47,Male,Single,1,Human Resources,Human Resources Representative,2,Non-Travel,No,36973,17.8,1,27,1,1,1,0,3,2,3,4,3,1,35K-60K,46+,0-3 yrs,No
275,20,Male,Single,5,Research & Development,Healthcare Representative,1,Travel_Rarely,No,23548,16.1,0,0,0,0,0,0,3,2,1,1,3,5,<=35K,18-25,0-3 yrs,No
276,39,Female,Single,2,Research & Development,Laboratory Technician,1,Travel_Rarely,No,14291,15.4,0,19,5,4,3,2,3,3,2,4,3,3,<=35K,36-45,4-7 yrs,No
277,32,Male,Married,3,Research & Development,Healthcare Representative,4,Non-Travel,No,65477,21.0,0,13,3,3,1,3,3,3,4,1,4,6,>60K,26-35,0-3 yrs,No
278,36,Female,Married,2,Research & Development,Research Director,3,Travel_Rarely,No,36384,17.7,1,14,14,0,1,6,3,1,1,4,2,4,35K-60K,36-45,8+ yrs,No
279,40,Male,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,41023,12.6,1,21,2,2,2,2,3,4,4,1,3,4,35K-60K,36-45,0-3 yrs,No
280,32,Female,Single,4,Research & Development,Manager,2,Travel_Rarely,No,47189,14.9,0,10,8,8,0,1,3,2,3,3,2,2,35K-60K,26-35,8+ yrs,No
281,30,Female,Single,3,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,34169,14.9,1,8,5,1,0,0,3,2,1,1,2,2,<=35K,26-35,4-7 yrs,Yes
282,37,Female,Single,3,Research & Development,Laboratory Technician,3,Travel_Rarely,No,28325,15.5,2,15,0,0,0,0,3,1,1,3,2,3,<=35K,36-45,0-3 yrs,No
283,27,Male,Married,2,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes,40534,24.5,1,6,0,0,0,0,3,4,2,3,4,4,35K-60K,26-35,0-3 yrs,No
284,27,Female,Divorced,3,Sales,Sales Representative,3,Travel_Rarely,No,49902,16.6,0,7,1,1,0,1,3,2,4,1,3,3,35K-60K,26-35,0-3 yrs,Yes
285,43,Female,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,41628,11.0,1,24,0,0,0,0,3,2,2,4,1,3,35K-60K,36-45,0-3 yrs,No
286,26,Female,Divorced,2,Sales,Sales Representative,1,Non-Travel,Yes,25177,13.2,0,7,2,2,2,2,4,2,4,4,3,4,<=35K,26-35,0-3 yrs,Yes
287,42,Male,Married,3,Research & Development,Research Director,2,Travel_Rarely,No,34705,11.0,1,21,5,1,3,4,3,4,4,4,2,3,<=35K,36-45,4-7 yrs,Yes
288,41,Female,Married,2,Research & Development,Laboratory Technician,2,Travel_Rarely,No,24348,14.0,0,19,5,0,2,2,3,3,4,4,1,5,<=35K,36-45,4-7 yrs,No
289,21,Female,Single,4,Sales,Sales Representative,2,Travel_Rarely,No,30258,11.0,0,1,1,1,0,1,3,1,1,4,3,2,<=35K,18-25,0-3 yrs,No
290,30,Male,Divorced,3,Research & Development,Research Scientist,3,Travel_Rarely,No,37849,12.0,2,12,0,0,0,0,3,4,3,4,2,1,35K-60K,26-35,0-3 yrs,No
291,47,Male,Divorced,2,Sales,Sales Representative,2,Travel_Rarely,No,28539,11.0,1,29,5,2,5,0,3,2,1,3,4,3,<=35K,46+,4-7 yrs,Yes
292,27,Female,Single,3,Sales,Sales Executive,1,Travel_Rarely,Yes,10563,16.6,0,6,3,0,2,1,3,3,1,3,3,2,<=35K,26-35,0-3 yrs,Yes
293,32,Male,Married,3,Research & Development,Manager,2,Non-Travel,No,39398,15.2,0,12,12,0,6,0,3,3,2,4,2,6,35K-60K,26-35,8+ yrs,No
294,41,Female,Married,4,Research & Development,Research Scientist,5,Travel_Rarely,No,91928,16.3,1,23,14,7,2,0,3,3,4,3,2,0,>60K,36-45,8+ yrs,No
295,44,Female,Married,5,Sales,Manager,1,Travel_Rarely,No,10000,14.8,2,26,8,0,3,8,3,1,4,1,3,5,<=35K,36-45,8+ yrs,No
296,34,Female,Divorced,3,Research & Development,Research Scientist,2,Travel_Frequently,No,14614,11.0,1,15,7,2,7,2,3,4,2,4,3,5,<=35K,26-35,4-7 yrs,No
297,31,Male,Married,4,Research & Development,Manager,2,Non-Travel,No,28038,17.1,3,11,0,0,0,0,3,3,3,2,3,0,<=35K,26-35,0-3 yrs,No
298,49,Male,Married,3,Sales,Manager,1,Travel_Frequently,No,10000,22.3,0,31,0,0,0,0,3,4,2,3,3,4,<=35K,46+,0-3 yrs,No
299,52,Female,Single,2,Research & Development,Healthcare Representative,2,Non-Travel,No,30369,16.7,1,33,11,1,0,5,3,4,4,2,3,3,<=35K,46+,8+ yrs,Yes
300,45,Male,Single,4,Sales,Sales Executive,3,Travel_Rarely,No,50991,13.6,1,25,3,0,1,2,3,4,2,4,3,4,35K-60K,36-45,0-3 yrs,No
301,37,Female,Single,3,Sales,Sales Representative,2,Non-Travel,No,41953,11.0,1,15,3,3,0,0,3,3,3,4,4,1,35K-60K,36-45,0-3 yrs,No
302,29,Male,Single,3,Research & Development,Research Scientist,4,Travel_Rarely,No,61611,11.8,0,9,9,1,0,6,3,1,3,1,2,5,>60K,26-35,8+ yrs,No
303,29,Male,Married,4,Research & Development,Manager,2,Travel_Rarely,Yes,28454,16.9,1,8,5,1,5,0,3,4,4,2,2,3,<=35K,26-35,4-7 yrs,Yes
304,41,Male,Married,3,Research & Development,Manager,1,Travel_Rarely,No,10000,19.2,1,22,1,1,1,1,3,4,1,1,3,5,<=35K,36-45,0-3 yrs,No
305,40,Male,Single,4,Research & Development,Laboratory Technician,4,Travel_Frequently,No,60209,16.2,1,18,1,1,1,1,4,4,3,3,3,3,>60K,36-45,0-3 yrs,No
306,49,Female,Divorced,4,Human Resources,Manager,2,Travel_Rarely,Yes,30570,18.2,1,30,0,0,0,0,3,2,3,3,3,3,<=35K,46+,0-3 yrs,Yes
307,42,Male,Single,3,Research & Development,Manager,2,Travel_Rarely,No,35111,17.8,1,23,7,0,3,0,3,3,1,3,3,2,35K-60K,36-45,4-7 yrs,No
308,23,Male,Single,3,Research & Development,Laboratory Technician,3,Travel_Rarely,No,39332,17.1,1,5,3,0,0,3,4,4,2,1,3,2,35K-60K,18-25,0-3 yrs,No
309,46,Male,Single,3,Research & Development,Research Director,2,Travel_Rarely,No,26519,12.8,0,26,17,2,2,1,4,4,4,3,2,3,<=35K,46+,8+ yrs,No
310,27,Male,Married,5,Sales,Sales Executive,3,Travel_Rarely,No,33175,15.8,0,8,7,6,2,1,3,1,4,2,3,4,<=35K,26-35,4-7 yrs,No
